164,164,M2L,,53,1167,70,186.00,77.28,39.28,2658,205420.00
480,480,M2R,,78,1168,71,236.00,101.08,56.22,2397,242295.00
250,250,M3L,,59,1334,78,205.00,69.04,42.81,3425,236458.00
409,409,M3R,,75,1334,76,246.00,76.43,50.31,4016,306932.00
350,350,M4,,66,1335,58,170.00,56.01,32.63,4823,270128.00
154,154,M5,,55,1123,42,190.00,57.59,41.06,3583,206352.00
230,230,MC1DL,,58,1395,56,146.00,60.99,27.85,2056,125387.00
770,770,MC1DR,,78,1385,57,144.00,28.97,29.71,2174,62970.00
767,767,MC1V,,67,1393,82,17.00, 5.81, 2.70,1413,8205.00
902,902,MC2DL,,60,1193,59,148.00,62.04,25.53,3744,232260.00
405,405,MC2DR,,71,1199,60,193.00,72.97,33.99,3842,280368.00
903,903,MC2V,,66,1203,77,181.00,62.25,29.69,3635,226281.00
801,801,MC3DL,,50,1128,52,23.00, 2.33, 2.26,1413,3299.00
530,530,MC3DR,,84,1128,54,200.00,57.26,41.93,3951,226237.00
909,909,MC3V,,70,1130,80,123.00,42.88,24.53,1850,79336.00
759,759,MCL,,59,1380,74,18.00, 3.71, 2.60,1413,5247.00
760,760,MCR,,75,1384,74,12.00, 3.48, 2.38,1413,4911.00
752,752,MI,,66,1376,45,14.00, 2.88, 2.40,1413,4068.00
751,751,NSML,,55,1359,80,14.00, 2.72, 2.28,1413,3843.00
469,469,NSMR,,79,1361,79,243.00,85.30,51.57,2705,230728.00
724,724,OLLL,,51,1340,56,19.00, 2.11, 2.33,1413,2975.00
707,707,OLLR,,84,1343,58,13.00, 2.42, 2.31,1413,3418.00
24,24,OLLSHL,,41,1382,69,169.00,53.88,33.13,3980,214445.00
608,608,OLLSHR,,90,1385,73,234.00,73.51,51.90,2714,199514.00
54,54,OLLSOL,,45,1377,51,178.00,61.87,36.26,3347,207086.00
703,703,OLLSOR,,85,1401,51,31.00, 3.32, 2.67,1413,4688.00
729,729,OLQDL,,62,1319,38,13.00, 2.77, 2.08,1413,3909.00
709,709,OLQDR,,78,1326,43,15.00, 2.54, 2.33,1413,3588.00
34,34,OLQSHDL,,43,1392,53,201.00,61.79,39.87,3994,246791.00
704,704,OLQSHDR,,92,1390,55,27.00, 4.77, 3.67,1413,6744.00
717,717,OLQSHVL,,46,1400,74,15.00, 3.15, 2.35,1413,4457.00
700,700,OLQSHVR,,89,1402,74,16.00, 3.48, 2.39,1413,4912.00
745,745,OLQSODL,,60,1459,41,211.00,76.78,44.32,3150,241854.00
744,744,OLQSODR,,74,1449,39,18.00, 2.31, 2.25,1413,3260.00
93,93,OLQSOVL,,50,1410,84,196.00,70.13,41.41,2847,199657.00
557,557,OLQSOVR,,85,1413,80,208.00,76.38,48.00,2824,215687.00
146,146,OLQVL,,52,1326,82,163.00,78.17,35.72,2111,165026.00
697,697,OLQVR,,83,1325,77,18.00, 2.53, 2.36,1413,3572.00
38,38,P1/2L,,41,963,76,112.00,38.01,21.55,3685,140049.00
806,806,P1/2R,,87,966,85,193.00,58.06,42.42,3582,207989.00
834,834,P11/12L,,46,360,72,108.00,10.79,19.32,2700,29130.00
815,815,P11/12R,,81,371,71,205.00,55.39,38.39,3994,221237.00
39,39,P3/4L,,42,870,75,110.00,37.19,21.16,4128,153507.00
526,526,P3/4R,,83,877,85,199.00,54.66,41.75,3877,211909.00
50,50,P5/6L,,42,760,74,122.00,37.60,22.76,4596,172801.00
809,809,P5/6R,,82,766,87,169.00,55.37,37.70,4253,235489.00
829,829,P7/8L,,45,612,77,157.00,40.35,24.72,4801,193697.00
483,483,P7/8R,,79,635,86,195.00,55.55,44.40,4198,233184.00
81,81,P9/10L,,47,496,72,162.00,48.40,33.62,4536,219560.00
498,498,P9/10R,,79,502,78,202.00,53.33,41.32,4357,232378.00
794,794,PHAL,,57,296,71,15.00, 2.88, 2.27,1413,4066.00
790,790,PHAR,,75,294,71,16.00, 2.48, 2.19,1413,3505.00
793,793,PHBL,,54,294,62,19.00, 2.54, 2.36,1413,3586.00
789,789,PHBR,,77,290,63,16.00, 2.52, 2.42,1413,3560.00
207,207,PHSHL,,58,249,62,239.00,75.56,55.88,3545,267843.00
408,408,PHSHR,,71,249,64,247.00,85.72,59.86,2672,229041.00
232,232,PLML,,60,237,71,222.00,61.30,48.95,4057,248712.00
366,366,PLMR,,69,220,67,234.00,70.01,49.98,3981,278695.00
763,763,PM1DL,,67,1391,48,26.00, 5.47, 3.44,1413,7723.00
762,762,PM1DR,,73,1396,53,26.00, 8.38, 4.60,1413,11841.00
765,765,PM1L,,57,1394,65,192.00,40.83,43.37,3473,141813.00
446,446,PM1R,,78,1398,68,252.00,97.37,55.21,3961,385684.00
